年度季別,醫事機構代碼,醫事機構名稱,特約類別,血清白蛋白檢查人數,腹膜透析人數,血清白蛋白受檢率,檢測方法,院所腎臟專科醫師數,院所是否參與健保計畫,院所是否參與國健署計畫,縣市別,鄉鎮別
107年第一季,1112010528,國泰醫療財團法人新竹國泰綜合醫院,地區醫院,36.00,36.00,1.0000,BCG,2,是,否,新竹市,東區
107年第二季,1112010528,國泰醫療財團法人新竹國泰綜合醫院,地區醫院,35.00,35.00,1.0000,BCG,2,是,否,新竹市,東區
107年第三季,1112010528,國泰醫療財團法人新竹國泰綜合醫院,地區醫院,34.00,35.00,0.9714,BCG,2,是,否,新竹市,東區
107年第四季,1112010528,國泰醫療財團法人新竹國泰綜合醫院,地區醫院,36.00,36.00,1.0000,BCG,2,是,否,新竹市,東區
108年第一季,1112010528,國泰醫療財團法人新竹國泰綜合醫院,地區醫院,38.00,38.00,1.0000,BCG,2,是,否,新竹市,東區
108年第二季,1112010528,國泰醫療財團法人新竹國泰綜合醫院,地區醫院,39.00,39.00,1.0000,BCG,2,是,否,新竹市,東區
108年第三季,1112010528,國泰醫療財團法人新竹國泰綜合醫院,地區醫院,42.00,42.00,1.0000,BCG,2,是,否,新竹市,東區
108年第四季,1112010528,國泰醫療財團法人新竹國泰綜合醫院,地區醫院,44.00,44.00,1.0000,BCG,2,是,否,新竹市,東區
109年第一季,1112010528,國泰醫療財團法人新竹國泰綜合醫院,地區醫院,45.00,45.00,1.0000,BCG,2,是,否,新竹市,東區
109年第二季,1112010528,國泰醫療財團法人新竹國泰綜合醫院,地區醫院,46.00,47.00,0.9787,BCG,2,是,否,新竹市,東區
109年第三季,1112010528,國泰醫療財團法人新竹國泰綜合醫院,地區醫院,46.00,46.00,1.0000,BCG,2,是,否,新竹市,東區
109年第四季,1112010528,國泰醫療財團法人新竹國泰綜合醫院,地區醫院,45.00,45.00,1.0000,BCG,2,是,否,新竹市,東區
110年第一季,1112010528,國泰醫療財團法人新竹國泰綜合醫院,地區醫院,44.00,44.00,1.0000,BCG,2,是,否,新竹市,東區
110年第二季,1112010528,國泰醫療財團法人新竹國泰綜合醫院,地區醫院,44.00,44.00,1.0000,BCG,2,是,否,新竹市,東區
110年第三季,1112010528,國泰醫療財團法人新竹國泰綜合醫院,地區醫院,47.00,47.00,1.0000,BCG,2,是,否,新竹市,東區
110年第四季,1112010528,國泰醫療財團法人新竹國泰綜合醫院,地區醫院,47.00,47.00,1.0000,BCG,2,是,否,新竹市,東區
111年第一季,1112010528,國泰醫療財團法人新竹國泰綜合醫院,地區醫院,43.00,43.00,1.0000,BCG,2,是,否,新竹市,東區
111年第二季,1112010528,國泰醫療財團法人新竹國泰綜合醫院,地區醫院,48.00,48.00,1.0000,BCG,2,是,否,新竹市,東區
111年第三季,1112010528,國泰醫療財團法人新竹國泰綜合醫院,地區醫院,51.00,51.00,1.0000,BCG,2,是,否,新竹市,東區
111年第四季,1112010528,國泰醫療財團法人新竹國泰綜合醫院,地區醫院,50.00,50.00,1.0000,BCG,2,是,否,新竹市,東區
112年第一季,1112010528,國泰醫療財團法人新竹國泰綜合醫院,地區醫院,47.00,47.00,1.0000,BCG,2,是,否,新竹市,東區
112年第二季,1112010528,國泰醫療財團法人新竹國泰綜合醫院,地區醫院,47.00,47.00,1.0000,BCG,2,是,否,新竹市,東區
95年第一季,1121010018,台灣基督長老教會新樓醫療財團法人台南新樓醫院,區域醫院,31.00,31.00,1.0000,BCP,2,否,否,臺南市,東區
95年第二季,1121010018,台灣基督長老教會新樓醫療財團法人台南新樓醫院,區域醫院,32.00,34.00,0.9411,BCP,3,否,否,臺南市,東區
95年第三季,1121010018,台灣基督長老教會新樓醫療財團法人台南新樓醫院,區域醫院,32.00,34.00,0.9411,BCP,3,否,否,臺南市,東區
95年第四季,1121010018,台灣基督長老教會新樓醫療財團法人台南新樓醫院,區域醫院,33.00,33.00,1.0000,BCP,2,是,否,臺南市,東區
96年第一季,1121010018,台灣基督長老教會新樓醫療財團法人台南新樓醫院,區域醫院,32.00,34.00,0.9411,BCP,2,是,否,臺南市,東區
96年第二季,1121010018,台灣基督長老教會新樓醫療財團法人台南新樓醫院,區域醫院,36.00,36.00,1.0000,BCP,2,是,否,臺南市,東區
96年第三季,1121010018,台灣基督長老教會新樓醫療財團法人台南新樓醫院,區域醫院,36.00,36.00,1.0000,BCP,3,是,否,臺南市,東區
96年第四季,1121010018,台灣基督長老教會新樓醫療財團法人台南新樓醫院,區域醫院,38.00,38.00,1.0000,BCP,3,是,否,臺南市,東區
97年第一季,1121010018,台灣基督長老教會新樓醫療財團法人台南新樓醫院,區域醫院,37.00,37.00,1.0000,BCP,3,是,否,臺南市,東區
97年第二季,1121010018,台灣基督長老教會新樓醫療財團法人台南新樓醫院,區域醫院,38.00,38.00,1.0000,BCP,3,是,否,臺南市,東區
97年第三季,1121010018,台灣基督長老教會新樓醫療財團法人台南新樓醫院,區域醫院,38.00,38.00,1.0000,BCP,3,是,否,臺南市,東區
97年第四季,1121010018,台灣基督長老教會新樓醫療財團法人台南新樓醫院,區域醫院,38.00,38.00,1.0000,BCP,3,是,否,臺南市,東區
98年第一季,1121010018,台灣基督長老教會新樓醫療財團法人台南新樓醫院,區域醫院,36.00,36.00,1.0000,BCP,3,是,是,臺南市,東區
98年第二季,1121010018,台灣基督長老教會新樓醫療財團法人台南新樓醫院,區域醫院,40.00,41.00,0.9756,BCP,3,是,是,臺南市,東區
98年第三季,1121010018,台灣基督長老教會新樓醫療財團法人台南新樓醫院,區域醫院,39.00,39.00,1.0000,BCP,3,是,是,臺南市,東區
98年第四季,1121010018,台灣基督長老教會新樓醫療財團法人台南新樓醫院,區域醫院,38.00,38.00,1.0000,BCP,3,是,是,臺南市,東區
99年第一季,1121010018,台灣基督長老教會新樓醫療財團法人台南新樓醫院,區域醫院,40.00,40.00,1.0000,BCP,3,是,是,臺南市,東區
99年第二季,1121010018,台灣基督長老教會新樓醫療財團法人台南新樓醫院,區域醫院,39.00,39.00,1.0000,BCP,3,是,是,臺南市,東區
99年第三季,1121010018,台灣基督長老教會新樓醫療財團法人台南新樓醫院,區域醫院,41.00,41.00,1.0000,BCP,3,是,是,臺南市,東區
99年第四季,1121010018,台灣基督長老教會新樓醫療財團法人台南新樓醫院,區域醫院,39.00,39.00,1.0000,BCG,3,是,是,臺南市,東區
100年第一季,1121010018,台灣基督長老教會新樓醫療財團法人台南新樓醫院,區域醫院,43.00,43.00,1.0000,BCG,3,是,是,臺南市,東區
100年第二季,1121010018,台灣基督長老教會新樓醫療財團法人台南新樓醫院,區域醫院,44.00,44.00,1.0000,BCG,3,是,是,臺南市,東區
100年第三季,1121010018,台灣基督長老教會新樓醫療財團法人台南新樓醫院,區域醫院,43.00,44.00,0.9772,BCG,3,是,是,臺南市,東區
100年第四季,1121010018,台灣基督長老教會新樓醫療財團法人台南新樓醫院,區域醫院,42.00,43.00,0.9767,BCG,3,是,是,臺南市,東區
101年第一季,1121010018,台灣基督長老教會新樓醫療財團法人台南新樓醫院,區域醫院,42.00,42.00,1.0000,BCG,3,是,是,臺南市,東區
101年第二季,1121010018,台灣基督長老教會新樓醫療財團法人台南新樓醫院,區域醫院,42.00,42.00,1.0000,BCG,3,是,是,臺南市,東區
101年第三季,1121010018,台灣基督長老教會新樓醫療財團法人台南新樓醫院,區域醫院,45.00,45.00,1.0000,BCG,3,是,是,臺南市,東區
101年第四季,1121010018,台灣基督長老教會新樓醫療財團法人台南新樓醫院,區域醫院,46.00,46.00,1.0000,BCG,3,是,是,臺南市,東區
102年第一季,1121010018,台灣基督長老教會新樓醫療財團法人台南新樓醫院,區域醫院,47.00,47.00,1.0000,BCG,3,是,否,臺南市,東區
102年第二季,1121010018,台灣基督長老教會新樓醫療財團法人台南新樓醫院,區域醫院,44.00,44.00,1.0000,BCG,3,是,否,臺南市,東區
102年第三季,1121010018,台灣基督長老教會新樓醫療財團法人台南新樓醫院,區域醫院,44.00,44.00,1.0000,BCG,3,是,否,臺南市,東區
102年第四季,1121010018,台灣基督長老教會新樓醫療財團法人台南新樓醫院,區域醫院,46.00,47.00,0.9787,BCG,3,是,否,臺南市,東區
103年第一季,1121010018,台灣基督長老教會新樓醫療財團法人台南新樓醫院,區域醫院,45.00,45.00,1.0000,BCG,3,是,是,臺南市,東區
103年第二季,1121010018,台灣基督長老教會新樓醫療財團法人台南新樓醫院,區域醫院,45.00,45.00,1.0000,BCG,3,是,是,臺南市,東區
103年第三季,1121010018,台灣基督長老教會新樓醫療財團法人台南新樓醫院,區域醫院,45.00,45.00,1.0000,BCG,3,是,是,臺南市,東區
103年第四季,1121010018,台灣基督長老教會新樓醫療財團法人台南新樓醫院,區域醫院,46.00,46.00,1.0000,BCG,3,是,是,臺南市,東區
104年第一季,1121010018,台灣基督長老教會新樓醫療財團法人台南新樓醫院,區域醫院,45.00,45.00,1.0000,BCG,3,是,是,臺南市,東區
104年第二季,1121010018,台灣基督長老教會新樓醫療財團法人台南新樓醫院,區域醫院,46.00,46.00,1.0000,BCG,3,是,是,臺南市,東區
104年第三季,1121010018,台灣基督長老教會新樓醫療財團法人台南新樓醫院,區域醫院,45.00,45.00,1.0000,BCG,3,是,否,臺南市,東區
104年第四季,1121010018,台灣基督長老教會新樓醫療財團法人台南新樓醫院,區域醫院,47.00,47.00,1.0000,BCG,3,是,否,臺南市,東區
105年第一季,1121010018,台灣基督長老教會新樓醫療財團法人台南新樓醫院,區域醫院,49.00,50.00,0.9800,BCG,3,是,是,臺南市,東區
105年第二季,1121010018,台灣基督長老教會新樓醫療財團法人台南新樓醫院,區域醫院,51.00,51.00,1.0000,BCG,3,是,是,臺南市,東區
105年第三季,1121010018,台灣基督長老教會新樓醫療財團法人台南新樓醫院,區域醫院,48.00,48.00,1.0000,BCG,3,是,否,臺南市,東區
105年第四季,1121010018,台灣基督長老教會新樓醫療財團法人台南新樓醫院,區域醫院,47.00,47.00,1.0000,BCG,3,是,否,臺南市,東區
106年第一季,1121010018,台灣基督長老教會新樓醫療財團法人台南新樓醫院,區域醫院,47.00,47.00,1.0000,BCG,3,是,是,臺南市,東區
106年第二季,1121010018,台灣基督長老教會新樓醫療財團法人台南新樓醫院,區域醫院,47.00,47.00,1.0000,BCG,3,是,是,臺南市,東區
106年第三季,1121010018,台灣基督長老教會新樓醫療財團法人台南新樓醫院,區域醫院,44.00,45.00,0.9778,BCG,3,是,否,臺南市,東區
106年第四季,1121010018,台灣基督長老教會新樓醫療財團法人台南新樓醫院,區域醫院,48.00,48.00,1.0000,BCG,3,是,否,臺南市,東區
107年第一季,1121010018,台灣基督長老教會新樓醫療財團法人台南新樓醫院,區域醫院,48.00,48.00,1.0000,BCG,3,是,否,臺南市,東區
107年第二季,1121010018,台灣基督長老教會新樓醫療財團法人台南新樓醫院,區域醫院,44.00,44.00,1.0000,BCG,3,是,否,臺南市,東區
107年第三季,1121010018,台灣基督長老教會新樓醫療財團法人台南新樓醫院,區域醫院,45.00,45.00,1.0000,BCG,3,是,否,臺南市,東區
107年第四季,1121010018,台灣基督長老教會新樓醫療財團法人台南新樓醫院,區域醫院,43.00,43.00,1.0000,BCG,3,是,否,臺南市,東區
108年第一季,1121010018,台灣基督長老教會新樓醫療財團法人台南新樓醫院,區域醫院,44.00,44.00,1.0000,BCG,3,是,否,臺南市,東區
108年第二季,1121010018,台灣基督長老教會新樓醫療財團法人台南新樓醫院,區域醫院,41.00,41.00,1.0000,BCG,3,是,否,臺南市,東區
108年第三季,1121010018,台灣基督長老教會新樓醫療財團法人台南新樓醫院,區域醫院,40.00,40.00,1.0000,BCG,3,是,否,臺南市,東區
108年第四季,1121010018,台灣基督長老教會新樓醫療財團法人台南新樓醫院,區域醫院,40.00,40.00,1.0000,BCG,3,是,否,臺南市,東區
109年第一季,1121010018,台灣基督長老教會新樓醫療財團法人台南新樓醫院,區域醫院,33.00,33.00,1.0000,BCG,3,是,否,臺南市,東區
109年第二季,1121010018,台灣基督長老教會新樓醫療財團法人台南新樓醫院,區域醫院,34.00,35.00,0.9714,BCG,3,是,否,臺南市,東區
109年第三季,1121010018,台灣基督長老教會新樓醫療財團法人台南新樓醫院,區域醫院,29.00,29.00,1.0000,BCG,3,是,否,臺南市,東區
109年第四季,1121010018,台灣基督長老教會新樓醫療財團法人台南新樓醫院,區域醫院,29.00,30.00,0.9667,BCG,3,是,否,臺南市,東區
110年第二季,1121010018,台灣基督長老教會新樓醫療財團法人台南新樓醫院,區域醫院,25.00,26.00,0.9615,BCG,3,是,否,臺南市,東區
110年第三季,1121010018,台灣基督長老教會新樓醫療財團法人台南新樓醫院,區域醫院,22.00,22.00,1.0000,BCG,3,是,否,臺南市,東區
110年第四季,1121010018,台灣基督長老教會新樓醫療財團法人台南新樓醫院,區域醫院,23.00,23.00,1.0000,BCG,3,是,否,臺南市,東區
111年第一季,1121010018,台灣基督長老教會新樓醫療財團法人台南新樓醫院,區域醫院,23.00,23.00,1.0000,BCG,3,是,否,臺南市,東區
111年第二季,1121010018,台灣基督長老教會新樓醫療財團法人台南新樓醫院,區域醫院,24.00,24.00,1.0000,BCG,3,是,否,臺南市,東區
111年第三季,1121010018,台灣基督長老教會新樓醫療財團法人台南新樓醫院,區域醫院,25.00,25.00,1.0000,BCG,3,是,否,臺南市,東區
111年第四季,1121010018,台灣基督長老教會新樓醫療財團法人台南新樓醫院,區域醫院,25.00,25.00,1.0000,BCG,3,是,否,臺南市,東區
112年第一季,1121010018,台灣基督長老教會新樓醫療財團法人台南新樓醫院,區域醫院,25.00,25.00,1.0000,BCG,4,是,否,臺南市,東區
112年第二季,1121010018,台灣基督長老教會新樓醫療財團法人台南新樓醫院,區域醫院,24.00,24.00,1.0000,BCG,4,是,否,臺南市,東區
95年第一季,1122010012,戴德森醫療財團法人嘉義基督教醫院,區域醫院,56.00,62.00,0.9032,BCP,4,否,否,嘉義市,東區
95年第二季,1122010012,戴德森醫療財團法人嘉義基督教醫院,區域醫院,62.00,66.00,0.9393,BCP,4,否,否,嘉義市,東區
95年第三季,1122010012,戴德森醫療財團法人嘉義基督教醫院,區域醫院,62.00,62.00,1.0000,BCP,5,否,否,嘉義市,東區
95年第四季,1122010012,戴德森醫療財團法人嘉義基督教醫院,區域醫院,64.00,70.00,0.9142,BCP,5,是,否,嘉義市,東區
96年第一季,1122010012,戴德森醫療財團法人嘉義基督教醫院,區域醫院,73.00,75.00,0.9733,BCP,5,是,否,嘉義市,東區
96年第二季,1122010012,戴德森醫療財團法人嘉義基督教醫院,區域醫院,76.00,79.00,0.9620,BCP,5,是,否,嘉義市,東區
96年第三季,1122010012,戴德森醫療財團法人嘉義基督教醫院,區域醫院,80.00,84.00,0.9523,BCP,5,是,否,嘉義市,東區
96年第四季,1122010012,戴德森醫療財團法人嘉義基督教醫院,區域醫院,82.00,89.00,0.9213,BCP,5,是,否,嘉義市,東區
97年第一季,1122010012,戴德森醫療財團法人嘉義基督教醫院,區域醫院,84.00,93.00,0.9032,BCP,5,是,否,嘉義市,東區
97年第二季,1122010012,戴德森醫療財團法人嘉義基督教醫院,區域醫院,92.00,100.00,0.9200,BCP,5,是,否,嘉義市,東區
97年第三季,1122010012,戴德森醫療財團法人嘉義基督教醫院,區域醫院,97.00,103.00,0.9417,BCP,5,是,否,嘉義市,東區
97年第四季,1122010012,戴德森醫療財團法人嘉義基督教醫院,區域醫院,95.00,102.00,0.9313,BCP,6,是,否,嘉義市,東區
98年第一季,1122010012,戴德森醫療財團法人嘉義基督教醫院,區域醫院,98.00,105.00,0.9333,BCP,6,是,是,嘉義市,東區
98年第二季,1122010012,戴德森醫療財團法人嘉義基督教醫院,區域醫院,106.00,108.00,0.9814,BCP,6,是,是,嘉義市,東區
98年第三季,1122010012,戴德森醫療財團法人嘉義基督教醫院,區域醫院,108.00,111.00,0.9729,BCP,6,是,是,嘉義市,東區
98年第四季,1122010012,戴德森醫療財團法人嘉義基督教醫院,區域醫院,111.00,115.00,0.9652,BCP,6,是,是,嘉義市,東區
99年第一季,1122010012,戴德森醫療財團法人嘉義基督教醫院,區域醫院,110.00,114.00,0.9649,BCP,6,是,是,嘉義市,東區
99年第二季,1122010012,戴德森醫療財團法人嘉義基督教醫院,區域醫院,123.00,125.00,0.9840,BCP,6,是,是,嘉義市,東區
99年第三季,1122010012,戴德森醫療財團法人嘉義基督教醫院,區域醫院,58.00,89.00,0.6516,BCP,6,是,是,嘉義市,東區
99年第四季,1122010012,戴德森醫療財團法人嘉義基督教醫院,區域醫院,123.00,127.00,0.9685,BCG,6,是,是,嘉義市,東區
100年第一季,1122010012,戴德森醫療財團法人嘉義基督教醫院,區域醫院,121.00,125.00,0.9680,BCG,6,是,是,嘉義市,東區
100年第二季,1122010012,戴德森醫療財團法人嘉義基督教醫院,區域醫院,125.00,130.00,0.9615,BCG,6,是,是,嘉義市,東區
100年第三季,1122010012,戴德森醫療財團法人嘉義基督教醫院,區域醫院,122.00,126.00,0.9682,BCG,6,是,是,嘉義市,東區
100年第四季,1122010012,戴德森醫療財團法人嘉義基督教醫院,區域醫院,131.00,134.00,0.9776,BCG,6,是,是,嘉義市,東區
101年第一季,1122010012,戴德森醫療財團法人嘉義基督教醫院,區域醫院,136.00,136.00,1.0000,BCG,7,是,是,嘉義市,東區
101年第二季,1122010012,戴德森醫療財團法人嘉義基督教醫院,區域醫院,139.00,139.00,1.0000,BCG,7,是,是,嘉義市,東區
101年第三季,1122010012,戴德森醫療財團法人嘉義基督教醫院,區域醫院,137.00,137.00,1.0000,BCG,7,是,是,嘉義市,東區
101年第四季,1122010012,戴德森醫療財團法人嘉義基督教醫院,區域醫院,142.00,142.00,1.0000,BCG,7,是,是,嘉義市,東區
