年度,醫事機構代碼,醫事機構名稱,特約類別,瘻管重建人次數,血液透析透析人月數,瘻管重建率_每1000人月,院所腎臟專科醫師數,院所是否參與健保計畫,院所是否參與國健署計畫,縣市別,鄉鎮別
99年第二季,1541011126,營新醫院,地區醫院,4.00,702.00,0.0056,1,否,否,臺南市,新營區
99年第四季,1541011126,營新醫院,地區醫院,0.00,684.60,0.0000,1,否,否,臺南市,新營區
100年第二季,1541011126,營新醫院,地區醫院,4.00,703.50,0.0056,1,否,,臺南市,新營區
100年第四季,1541011126,營新醫院,地區醫院,1.00,711.30,0.0014,1,否,,臺南市,新營區
101年第二季,1541011126,營新醫院,地區醫院,2.00,727.90,0.0027,1,否,否,臺南市,新營區
101年第四季,1541011126,營新醫院,地區醫院,3.00,789.20,0.0038,1,否,否,臺南市,新營區
102年第二季,1541011126,營新醫院,地區醫院,0.00,782.00,0.0000,1,否,否,臺南市,新營區
102年第四季,1541011126,營新醫院,地區醫院,1.00,594.60,0.0016,1,否,否,臺南市,新營區
103年第二季,1541011126,營新醫院,地區醫院,0.00,557.30,0.0000,1,否,否,臺南市,新營區
103年第四季,1541011126,營新醫院,地區醫院,0.00,580.50,0.0000,1,否,否,臺南市,新營區
104年第二季,1541011126,營新醫院,地區醫院,0.00,661.00,0.0000,1,否,否,臺南市,新營區
104年第四季,1541011126,營新醫院,地區醫院,0.00,646.00,0.0000,1,否,否,臺南市,新營區
105年第二季,1541011126,營新醫院,地區醫院,0.00,670.00,0.0000,1,否,否,臺南市,新營區
105年第四季,1541011126,營新醫院,地區醫院,0.00,663.00,0.0000,1,否,否,臺南市,新營區
106年第二季,1541011126,營新醫院,地區醫院,0.00,725.00,0.0000,1,否,否,臺南市,新營區
106年第四季,1541011126,營新醫院,地區醫院,0.00,753.00,0.0000,1,否,否,臺南市,新營區
107年第二季,1541011126,營新醫院,地區醫院,0.00,782.00,0.0000,1,否,否,臺南市,新營區
107年第四季,1541011126,營新醫院,地區醫院,0.00,827.00,0.0000,1,否,否,臺南市,新營區
108年第二季,1541011126,營新醫院,地區醫院,0.00,828.00,0.0000,1,否,否,臺南市,新營區
108年第四季,1541011126,營新醫院,地區醫院,0.00,781.00,0.0000,1,否,否,臺南市,新營區
109年第二季,1541011126,營新醫院,地區醫院,1.00,536.00,0.0019,1,否,否,臺南市,新營區
109年第四季,1541011126,營新醫院,地區醫院,1.00,544.00,0.0018,1,否,否,臺南市,新營區
110年第二季,1541011126,營新醫院,地區醫院,0.00,586.00,0.0000,1,否,否,臺南市,新營區
110年第四季,1541011126,營新醫院,地區醫院,1.00,586.00,0.0017,1,否,否,臺南市,新營區
111年第二季,1541011126,營新醫院,地區醫院,0.00,590.00,0.0000,1,否,否,臺南市,新營區
111年第四季,1541011126,營新醫院,地區醫院,0.00,578.00,0.0000,1,否,否,臺南市,新營區
112年第二季,1541011126,營新醫院,地區醫院,0.00,582.00,0.0000,1,否,否,臺南市,新營區
95年第二季,1542011237,惠德醫院,地區醫院,2.00,364.80,0.0054,1,否,否,高雄市,鳳山區
95年第四季,1542011237,惠德醫院,地區醫院,1.00,365.50,0.0027,1,是,否,高雄市,鳳山區
96年第二季,1542011237,惠德醫院,地區醫院,3.00,352.60,0.0085,1,是,否,高雄市,鳳山區
96年第四季,1542011237,惠德醫院,地區醫院,0.00,319.70,0.0000,1,是,否,高雄市,鳳山區
99年第二季,1542011237,惠德醫院,地區醫院,0.00,29.20,0.0000,1,是,否,高雄市,鳳山區
99年第四季,1542011237,惠德醫院,地區醫院,0.00,66.30,0.0000,1,否,否,高雄市,鳳山區
100年第二季,1542011237,惠德醫院,地區醫院,0.00,62.80,0.0000,1,是,是,高雄市,鳳山區
100年第四季,1542011237,惠德醫院,地區醫院,2.00,96.10,0.0208,1,是,是,高雄市,鳳山區
101年第二季,1542011237,惠德醫院,地區醫院,1.00,121.80,0.0082,1,是,是,高雄市,鳳山區
101年第四季,1542011237,惠德醫院,地區醫院,1.00,143.60,0.0069,1,是,是,高雄市,鳳山區
102年第二季,1542011237,惠德醫院,地區醫院,1.00,170.90,0.0058,1,是,是,高雄市,鳳山區
102年第四季,1542011237,惠德醫院,地區醫院,2.00,169.60,0.0117,1,是,是,高雄市,鳳山區
103年第二季,1542011237,惠德醫院,地區醫院,0.00,147.60,0.0000,1,是,是,高雄市,鳳山區
103年第四季,1542011237,惠德醫院,地區醫院,1.00,153.70,0.0065,1,是,是,高雄市,鳳山區
104年第二季,1542011237,惠德醫院,地區醫院,0.00,193.00,0.0000,1,是,是,高雄市,鳳山區
104年第四季,1542011237,惠德醫院,地區醫院,0.00,206.00,0.0000,1,是,否,高雄市,鳳山區
105年第二季,1542011237,惠德醫院,地區醫院,0.00,206.00,0.0000,1,是,是,高雄市,鳳山區
105年第四季,1542011237,惠德醫院,地區醫院,0.00,198.00,0.0000,1,是,否,高雄市,鳳山區
106年第二季,1542011237,惠德醫院,地區醫院,0.00,182.00,0.0000,1,是,是,高雄市,鳳山區
106年第四季,1542011237,惠德醫院,地區醫院,0.00,200.00,0.0000,1,是,否,高雄市,鳳山區
107年第二季,1542011237,惠德醫院,地區醫院,0.00,219.00,0.0000,1,是,否,高雄市,鳳山區
107年第四季,1542011237,惠德醫院,地區醫院,0.00,243.00,0.0000,1,是,否,高雄市,鳳山區
108年第二季,1542011237,惠德醫院,地區醫院,0.00,211.00,0.0000,1,是,否,高雄市,鳳山區
108年第四季,1542011237,惠德醫院,地區醫院,0.00,184.00,0.0000,1,是,否,高雄市,鳳山區
109年第二季,1542011237,惠德醫院,地區醫院,0.00,117.00,0.0000,1,是,否,高雄市,鳳山區
109年第四季,1542011237,惠德醫院,地區醫院,0.00,112.00,0.0000,1,是,否,高雄市,鳳山區
110年第二季,1542011237,惠德醫院,地區醫院,0.00,124.00,0.0000,1,是,否,高雄市,鳳山區
110年第四季,1542011237,惠德醫院,地區醫院,0.00,114.00,0.0000,1,是,否,高雄市,鳳山區
111年第二季,1542011237,惠德醫院,地區醫院,0.00,102.00,0.0000,1,是,否,高雄市,鳳山區
111年第四季,1542011237,惠德醫院,地區醫院,0.00,75.00,0.0000,1,是,否,高雄市,鳳山區
112年第二季,1542011237,惠德醫院,地區醫院,0.00,71.00,0.0000,1,是,否,高雄市,鳳山區
95年第二季,1542021171,惠川醫院,地區醫院,1.00,259.40,0.0038,2,否,否,高雄市,岡山區
95年第四季,1542021171,惠川醫院,地區醫院,0.00,225.70,0.0000,1,否,否,高雄市,岡山區
96年第二季,1542021171,惠川醫院,地區醫院,0.00,281.40,0.0000,1,否,否,高雄市,岡山區
96年第四季,1542021171,惠川醫院,地區醫院,0.00,306.60,0.0000,1,否,否,高雄市,岡山區
97年第二季,1542021171,惠川醫院,地區醫院,0.00,294.50,0.0000,1,是,否,高雄市,岡山區
97年第四季,1542021171,惠川醫院,地區醫院,1.00,308.00,0.0032,1,是,否,高雄市,岡山區
98年第二季,1542021171,惠川醫院,地區醫院,0.00,318.10,0.0000,1,是,是,高雄市,岡山區
98年第四季,1542021171,惠川醫院,地區醫院,0.00,353.20,0.0000,2,是,是,高雄市,岡山區
99年第二季,1542021171,惠川醫院,地區醫院,1.00,361.00,0.0027,1,是,是,高雄市,岡山區
99年第四季,1542021171,惠川醫院,地區醫院,0.00,356.50,0.0000,1,是,是,高雄市,岡山區
100年第二季,1542021171,惠川醫院,地區醫院,0.00,356.50,0.0000,1,是,是,高雄市,岡山區
100年第四季,1542021171,惠川醫院,地區醫院,0.00,336.00,0.0000,1,是,是,高雄市,岡山區
101年第二季,1542021171,惠川醫院,地區醫院,0.00,309.80,0.0000,1,是,是,高雄市,岡山區
101年第四季,1542021171,惠川醫院,地區醫院,0.00,318.10,0.0000,1,是,是,高雄市,岡山區
102年第二季,1542021171,惠川醫院,地區醫院,1.00,312.20,0.0032,1,是,是,高雄市,岡山區
102年第四季,1542021171,惠川醫院,地區醫院,0.00,340.20,0.0000,1,是,是,高雄市,岡山區
103年第二季,1542021171,惠川醫院,地區醫院,0.00,324.10,0.0000,1,是,是,高雄市,岡山區
103年第四季,1542021171,惠川醫院,地區醫院,0.00,356.10,0.0000,1,是,是,高雄市,岡山區
104年第二季,1542021171,惠川醫院,地區醫院,0.00,414.00,0.0000,1,是,是,高雄市,岡山區
104年第四季,1542021171,惠川醫院,地區醫院,0.00,419.00,0.0000,2,是,否,高雄市,岡山區
105年第二季,1542021171,惠川醫院,地區醫院,0.00,403.00,0.0000,2,是,是,高雄市,岡山區
105年第四季,1542021171,惠川醫院,地區醫院,0.00,373.00,0.0000,2,是,否,高雄市,岡山區
106年第二季,1542021171,惠川醫院,地區醫院,0.00,389.00,0.0000,2,是,是,高雄市,岡山區
106年第四季,1542021171,惠川醫院,地區醫院,0.00,425.00,0.0000,2,是,否,高雄市,岡山區
107年第二季,1542021171,惠川醫院,地區醫院,0.00,462.00,0.0000,2,是,否,高雄市,岡山區
107年第四季,1542021171,惠川醫院,地區醫院,0.00,467.00,0.0000,2,是,否,高雄市,岡山區
108年第二季,1542021171,惠川醫院,地區醫院,0.00,468.00,0.0000,2,是,否,高雄市,岡山區
108年第四季,1542021171,惠川醫院,地區醫院,0.00,490.00,0.0000,2,是,否,高雄市,岡山區
109年第二季,1542021171,惠川醫院,地區醫院,0.00,387.00,0.0000,2,是,否,高雄市,岡山區
109年第四季,1542021171,惠川醫院,地區醫院,0.00,393.00,0.0000,2,是,否,高雄市,岡山區
110年第二季,1542021171,惠川醫院,地區醫院,0.00,391.00,0.0000,2,是,否,高雄市,岡山區
110年第四季,1542021171,惠川醫院,地區醫院,0.00,370.00,0.0000,2,是,否,高雄市,岡山區
111年第二季,1542021171,惠川醫院,地區醫院,0.00,358.00,0.0000,2,是,否,高雄市,岡山區
111年第四季,1542021171,惠川醫院,地區醫院,0.00,327.00,0.0000,2,是,否,高雄市,岡山區
112年第二季,1542021171,惠川醫院,地區醫院,0.00,344.00,0.0000,2,是,否,高雄市,岡山區
95年第二季,1542030116,溪洲醫院,地區醫院,4.00,218.70,0.0182,1,否,否,高雄市,旗山區
95年第四季,1542030116,溪洲醫院,地區醫院,4.00,238.40,0.0167,1,否,否,高雄市,旗山區
96年第二季,1542030116,溪洲醫院,地區醫院,2.00,233.30,0.0085,1,否,否,高雄市,旗山區
96年第四季,1542030116,溪洲醫院,地區醫院,0.00,257.70,0.0000,1,否,否,高雄市,旗山區
97年第二季,1542030116,溪洲醫院,地區醫院,5.00,310.20,0.0161,1,否,否,高雄市,旗山區
97年第四季,1542030116,溪洲醫院,地區醫院,0.00,361.00,0.0000,1,否,否,高雄市,旗山區
98年第二季,1542030116,溪洲醫院,地區醫院,2.00,427.80,0.0046,1,否,否,高雄市,旗山區
98年第四季,1542030116,溪洲醫院,地區醫院,5.00,464.90,0.0107,1,否,否,高雄市,旗山區
99年第二季,1542030116,溪洲醫院,地區醫院,12.00,542.90,0.0221,1,否,否,高雄市,旗山區
99年第四季,1542030116,溪洲醫院,地區醫院,4.00,598.60,0.0066,1,否,否,高雄市,旗山區
100年第二季,1542030116,溪洲醫院,地區醫院,6.00,590.70,0.0101,1,否,,高雄市,旗山區
100年第四季,1542030116,溪洲醫院,地區醫院,2.00,622.50,0.0032,1,否,,高雄市,旗山區
101年第二季,1542030116,溪洲醫院,地區醫院,0.00,652.70,0.0000,1,否,否,高雄市,旗山區
101年第四季,1542030116,溪洲醫院,地區醫院,10.00,663.80,0.0150,1,否,否,高雄市,旗山區
102年第二季,1542030116,溪洲醫院,地區醫院,3.00,619.60,0.0048,1,否,否,高雄市,旗山區
102年第四季,1542030116,溪洲醫院,地區醫院,7.00,619.10,0.0113,1,否,否,高雄市,旗山區
103年第二季,1542030116,溪洲醫院,地區醫院,2.00,594.20,0.0033,1,否,否,高雄市,旗山區
103年第四季,1542030116,溪洲醫院,地區醫院,5.00,606.00,0.0082,1,否,否,高雄市,旗山區
104年第二季,1542030116,溪洲醫院,地區醫院,0.00,641.00,0.0000,1,否,否,高雄市,旗山區
104年第四季,1542030116,溪洲醫院,地區醫院,0.00,587.00,0.0000,1,否,否,高雄市,旗山區
105年第二季,1542030116,溪洲醫院,地區醫院,0.00,591.00,0.0000,1,否,否,高雄市,旗山區
105年第四季,1542030116,溪洲醫院,地區醫院,0.00,581.00,0.0000,1,否,否,高雄市,旗山區
106年第二季,1542030116,溪洲醫院,地區醫院,0.00,591.00,0.0000,1,否,否,高雄市,旗山區
106年第四季,1542030116,溪洲醫院,地區醫院,0.00,580.00,0.0000,1,否,否,高雄市,旗山區
107年第二季,1542030116,溪洲醫院,地區醫院,0.00,564.00,0.0000,1,否,否,高雄市,旗山區
107年第四季,1542030116,溪洲醫院,地區醫院,0.00,553.00,0.0000,1,否,否,高雄市,旗山區
108年第二季,1542030116,溪洲醫院,地區醫院,0.00,566.00,0.0000,1,否,否,高雄市,旗山區
108年第四季,1542030116,溪洲醫院,地區醫院,0.00,581.00,0.0000,1,否,否,高雄市,旗山區
109年第二季,1542030116,溪洲醫院,地區醫院,1.00,423.00,0.0024,1,否,否,高雄市,旗山區
109年第四季,1542030116,溪洲醫院,地區醫院,1.00,419.00,0.0024,1,否,否,高雄市,旗山區
110年第二季,1542030116,溪洲醫院,地區醫院,0.00,437.00,0.0000,1,否,否,高雄市,旗山區
110年第四季,1542030116,溪洲醫院,地區醫院,0.00,435.00,0.0000,1,否,否,高雄市,旗山區
111年第二季,1542030116,溪洲醫院,地區醫院,0.00,440.00,0.0000,1,否,否,高雄市,旗山區
111年第四季,1542030116,溪洲醫院,地區醫院,0.00,398.00,0.0000,1,否,否,高雄市,旗山區
112年第二季,1542030116,溪洲醫院,地區醫院,0.00,425.00,0.0000,1,否,否,高雄市,旗山區
95年第二季,1542050056,建佑醫院,地區醫院,0.00,746.60,0.0000,2,否,否,高雄市,林園區
95年第四季,1542050056,建佑醫院,地區醫院,1.00,755.70,0.0013,2,是,否,高雄市,林園區
96年第二季,1542050056,建佑醫院,地區醫院,2.00,773.00,0.0025,2,是,否,高雄市,林園區
96年第四季,1542050056,建佑醫院,地區醫院,2.00,779.40,0.0025,2,是,否,高雄市,林園區
97年第二季,1542050056,建佑醫院,地區醫院,3.00,702.70,0.0042,2,是,否,高雄市,林園區
97年第四季,1542050056,建佑醫院,地區醫院,3.00,669.10,0.0044,2,是,否,高雄市,林園區
98年第二季,1542050056,建佑醫院,地區醫院,0.00,665.90,0.0000,2,是,是,高雄市,林園區
98年第四季,1542050056,建佑醫院,地區醫院,0.00,667.10,0.0000,2,是,是,高雄市,林園區
99年第二季,1542050056,建佑醫院,地區醫院,0.00,650.10,0.0000,2,是,是,高雄市,林園區
99年第四季,1542050056,建佑醫院,地區醫院,0.00,689.10,0.0000,2,是,是,高雄市,林園區
100年第二季,1542050056,建佑醫院,地區醫院,1.00,661.10,0.0015,2,是,是,高雄市,林園區
100年第四季,1542050056,建佑醫院,地區醫院,0.00,695.30,0.0000,2,是,是,高雄市,林園區
101年第二季,1542050056,建佑醫院,地區醫院,2.00,717.10,0.0027,2,是,是,高雄市,林園區
101年第四季,1542050056,建佑醫院,地區醫院,4.00,688.00,0.0058,2,是,是,高雄市,林園區
102年第二季,1542050056,建佑醫院,地區醫院,2.00,668.90,0.0029,2,是,是,高雄市,林園區
102年第四季,1542050056,建佑醫院,地區醫院,6.00,699.20,0.0085,2,是,是,高雄市,林園區
103年第二季,1542050056,建佑醫院,地區醫院,0.00,698.80,0.0000,2,是,是,高雄市,林園區
103年第四季,1542050056,建佑醫院,地區醫院,5.00,727.70,0.0068,2,是,是,高雄市,林園區
104年第二季,1542050056,建佑醫院,地區醫院,0.00,690.00,0.0000,2,是,是,高雄市,林園區
104年第四季,1542050056,建佑醫院,地區醫院,2.00,682.00,0.0029,2,是,否,高雄市,林園區
105年第二季,1542050056,建佑醫院,地區醫院,1.00,670.00,0.0015,2,是,是,高雄市,林園區
105年第四季,1542050056,建佑醫院,地區醫院,0.00,708.00,0.0000,2,是,否,高雄市,林園區
106年第二季,1542050056,建佑醫院,地區醫院,1.00,726.00,0.0014,2,是,是,高雄市,林園區
106年第四季,1542050056,建佑醫院,地區醫院,1.00,738.00,0.0014,2,是,否,高雄市,林園區
107年第二季,1542050056,建佑醫院,地區醫院,2.00,714.00,0.0028,2,是,否,高雄市,林園區
107年第四季,1542050056,建佑醫院,地區醫院,0.00,715.00,0.0000,2,是,否,高雄市,林園區
108年第二季,1542050056,建佑醫院,地區醫院,2.00,715.00,0.0028,2,是,否,高雄市,林園區
108年第四季,1542050056,建佑醫院,地區醫院,0.00,721.00,0.0000,2,是,否,高雄市,林園區
109年第二季,1542050056,建佑醫院,地區醫院,0.00,660.00,0.0000,2,是,否,高雄市,林園區
109年第四季,1542050056,建佑醫院,地區醫院,0.00,629.00,0.0000,2,是,否,高雄市,林園區
110年第二季,1542050056,建佑醫院,地區醫院,1.00,596.00,0.0017,2,是,否,高雄市,林園區
110年第四季,1542050056,建佑醫院,地區醫院,1.00,593.00,0.0017,2,是,否,高雄市,林園區
111年第二季,1542050056,建佑醫院,地區醫院,0.00,593.00,0.0000,2,是,否,高雄市,林園區
111年第四季,1542050056,建佑醫院,地區醫院,0.00,567.00,0.0000,2,是,否,高雄市,林園區
112年第二季,1542050056,建佑醫院,地區醫院,0.00,569.00,0.0000,2,是,否,高雄市,林園區
95年第二季,1542150042,高新醫院,地區醫院,9.00,720.70,0.0124,2,否,否,高雄市,路竹區
95年第四季,1542150042,高新醫院,地區醫院,9.00,749.50,0.0120,2,否,否,高雄市,路竹區
96年第二季,1542150042,高新醫院,地區醫院,1.00,726.50,0.0013,2,否,否,高雄市,路竹區
96年第四季,1542150042,高新醫院,地區醫院,2.00,730.20,0.0027,2,否,否,高雄市,路竹區
97年第二季,1542150042,高新醫院,地區醫院,0.00,744.80,0.0000,2,否,否,高雄市,路竹區
97年第四季,1542150042,高新醫院,地區醫院,1.00,733.50,0.0013,2,否,否,高雄市,路竹區
98年第二季,1542150042,高新醫院,地區醫院,0.00,673.80,0.0000,2,否,否,高雄市,路竹區
98年第四季,1542150042,高新醫院,地區醫院,0.00,695.40,0.0000,2,否,否,高雄市,路竹區
99年第二季,1542150042,高新醫院,地區醫院,0.00,703.60,0.0000,2,否,否,高雄市,路竹區
99年第四季,1542150042,高新醫院,地區醫院,1.00,701.40,0.0014,2,否,否,高雄市,路竹區
100年第二季,1542150042,高新醫院,地區醫院,1.00,680.10,0.0014,2,否,,高雄市,路竹區
100年第四季,1542150042,高新醫院,地區醫院,2.00,656.50,0.0030,1,否,,高雄市,路竹區
95年第二季,1543010109,國仁醫院,區域醫院,3.00,428.10,0.0070,1,否,否,屏東縣,屏東市
95年第四季,1543010109,國仁醫院,區域醫院,1.00,462.40,0.0021,1,是,否,屏東縣,屏東市
96年第二季,1543010109,國仁醫院,區域醫院,3.00,459.50,0.0065,1,是,否,屏東縣,屏東市
96年第四季,1543010109,國仁醫院,區域醫院,4.00,490.30,0.0081,1,是,否,屏東縣,屏東市
97年第二季,1543010109,國仁醫院,區域醫院,5.00,493.80,0.0101,1,是,否,屏東縣,屏東市
97年第四季,1543010109,國仁醫院,區域醫院,2.00,508.10,0.0039,1,是,否,屏東縣,屏東市
98年第二季,1543010109,國仁醫院,區域醫院,3.00,531.60,0.0056,2,是,否,屏東縣,屏東市
98年第四季,1543010109,國仁醫院,區域醫院,1.00,543.90,0.0018,1,是,否,屏東縣,屏東市
99年第二季,1543010109,國仁醫院,區域醫院,2.00,540.20,0.0037,1,是,否,屏東縣,屏東市
99年第四季,1543010109,國仁醫院,區域醫院,1.00,547.20,0.0018,2,是,否,屏東縣,屏東市
100年第二季,1543010109,國仁醫院,區域醫院,3.00,535.30,0.0056,2,是,,屏東縣,屏東市
100年第四季,1543010109,國仁醫院,區域醫院,1.00,564.30,0.0017,1,是,,屏東縣,屏東市
101年第二季,1543010109,國仁醫院,區域醫院,2.00,552.80,0.0036,2,是,否,屏東縣,屏東市
